merch_state,month_date,breakfast_lunch_cost,dinner_cost,median_meal_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
HI,2024-03-01,21.469999313354492,44.229999542236328,30.610000610351562,6004934,14118,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
SC,2024-03-01,20.610000610351562,40.919998168945312,29.280000686645508,5929937,17989,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NY,2024-03-01,16.170000076293945,33.880001068115234,22.780000686645508,5856928,21533,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NM,2024-03-01,24.139999389648438,45.430000305175781,33.790000915527344,5818462,16723,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AL,2024-03-01,21.959999084472656,42.689998626708984,30.440000534057617,5629403,18215,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WA,2024-03-01,20.180000305175781,38.790000915527344,27.530000686645508,5410787,17083,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MN,2024-03-01,19.1200008392334,37.930000305175781,26.950000762939453,5225806,18423,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AR,2024-03-01,21.799999237060547,41.310001373291016,30.469999313354492,4928156,15692,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
OH,2024-03-01,18.829999923706055,36.189998626708984,26.1299991607666,4766741,18521,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
IN,2024-03-01,18.389999389648438,35.299999237060547,25.25,4738386,16002,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MI,2024-03-01,18.360000610351562,36.380001068115234,26.159999847412109,4549376,15644,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
UT,2024-03-01,16.549999237060547,32.7400016784668,23.020000457763672,4225005,17918,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
IA,2024-03-01,14.930000305175781,30.079999923706055,20.959999084472656,4005638,12691,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WV,2024-03-01,17.510000228881836,34.599998474121094,24.75,3506098,10177,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MA,2024-03-01,14.100000381469727,27.489999771118164,19.350000381469727,3415564,24923,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
OR,2024-03-01,17.819999694824219,35.889999389648438,25.090000152587891,2930460,9667,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MD,2024-03-01,21.180000305175781,42.650001525878906,30.290000915527344,2779387,11033,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
SD,2024-03-01,19.690000534057617,39.540000915527344,28.299999237060547,2708666,8293,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
ID,2024-03-01,18.530000686645508,37.349998474121094,26.680000305175781,2421143,6683,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NE,2024-03-01,18.979999542236328,37.459999084472656,26.909999847412109,2167640,8004,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MT,2024-03-01,21.079999923706055,40.590000152587891,29.420000076293945,1825588,4992,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
DC,2024-03-01,17.719999313354492,37.060001373291016,24.719999313354492,1822011,6673,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NJ,2024-03-01,19.090000152587891,37.5,26.440000534057617,1626913,6975,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WY,2024-03-01,22.229999542236328,41.040000915527344,30.399999618530273,1360928,4592,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
ND,2024-03-01,19.780000686645508,38.770000457763672,28.219999313354492,1349280,4296,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
CT,2024-03-01,19.229999542236328,39.090000152587891,27.010000228881836,1041666,4156,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
DE,2024-03-01,7.4499998092651367,22.420000076293945,12.760000228881836,1014345,3215,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NH,2024-03-01,18.909999847412109,41.099998474121094,28.020000457763672,694566,3175,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
ME,2024-03-01,19.889999389648438,41.369998931884766,29.229999542236328,595166,2178,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
VT,2024-03-01,15.359999656677246,29.979999542236328,21.440000534057617,567200,2074,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
RI,2024-03-01,16.700000762939453,37.930000305175781,24.340000152587891,328663,1193,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
XX,2024-03-01,9.0299997329711914,15.220000267028809,11.390000343322754,15233,16,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
TX,2024-04-01,19.809999465942383,37.849998474121094,27.309999465942383,26224053,75561,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
FL,2024-04-01,24.559999465942383,48.810001373291016,34.720001220703125,23384379,68125,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
CA,2024-04-01,19.420000076293945,40.040000915527344,27.610000610351562,23274668,76995,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
TN,2024-04-01,21.909999847412109,40.650001525878906,30.729999542236328,15153824,42641,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
VA,2024-04-01,18.530000686645508,35.689998626708984,25.579999923706055,12199035,28064,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
GA,2024-04-01,18.6200008392334,35.099998474121094,25.590000152587891,10269772,35569,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
OK,2024-04-01,14.319999694824219,28.659999847412109,19.909999847412109,10241342,25853,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AZ,2024-04-01,20.430000305175781,40.209999084472656,29.059999465942383,10077232,27098,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NV,2024-04-01,24.0,46.139999389648438,33.2599983215332,9704307,24606,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
IL,2024-04-01,17.020000457763672,33.389999389648438,23.6299991607666,9679895,38753,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
CO,2024-04-01,18.989999771118164,36.779998779296875,26.149999618530273,9305159,28805,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
LA,2024-04-01,21.25,40.650001525878906,29.540000915527344,8688125,23927,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NC,2024-04-01,20.819999694824219,39.549999237060547,28.809999465942383,8305294,25164,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WI,2024-04-01,16.569999694824219,32.709999084472656,23.309999465942383,8202446,27293,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MS,2024-04-01,17.260000228881836,33.229999542236328,23.819999694824219,8054898,19603,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
PA,2024-04-01,16.600000381469727,32.409999847412109,23.209999084472656,7905355,29081,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AK,2024-04-01,22.180000305175781,42.689998626708984,30.829999923706055,7689941,16428,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
KS,2024-04-01,17.319999694824219,33.2599983215332,24.049999237060547,7088744,20455,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MO,2024-04-01,18.680000305175781,35.810001373291016,26.090000152587891,6587699,22497,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
KY,2024-04-01,19.790000915527344,36.979999542236328,27.209999084472656,5933948,20540,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
SC,2024-04-01,21.270000457763672,42.590000152587891,30.340000152587891,5843995,18441,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MA,2024-04-01,10.699999809265137,22.610000610351562,15.079999923706055,5756216,40194,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NY,2024-04-01,16.1299991607666,34.020000457763672,23.319999694824219,5718750,21747,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WA,2024-04-01,19.940000534057617,38.080001831054688,27.290000915527344,5463738,17721,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
IN,2024-04-01,17.340000152587891,32.830001831054688,23.569999694824219,5324157,17642,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MN,2024-04-01,18.329999923706055,35.560001373291016,25.540000915527344,5322946,18299,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
HI,2024-04-01,21.489999771118164,43.590000152587891,30.3700008392334,5161057,12581,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NM,2024-04-01,22.829999923706055,41.7599983215332,31.409999847412109,5095935,15073,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
OH,2024-04-01,18.719999313354492,36.110000610351562,26.059999465942383,5010271,19033,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AL,2024-04-01,19.819999694824219,39.7400016784668,28.360000610351562,4954020,15552,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AR,2024-04-01,19.75,36.959999084472656,27.190000534057617,4668128,14878,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MI,2024-04-01,17.610000610351562,34.450000762939453,24.930000305175781,4660959,15925,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
IA,2024-04-01,13.460000038146973,26.790000915527344,18.639999389648438,4450039,12665,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
UT,2024-04-01,16.209999084472656,32.700000762939453,23.139999389648438,3658024,13268,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WV,2024-04-01,16.809999465942383,32.560001373291016,23.590000152587891,3342527,9293,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
OR,2024-04-01,17.469999313354492,34.939998626708984,24.639999389648438,2978389,9949,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MD,2024-04-01,21.739999771118164,43.130001068115234,30.809999465942383,2623275,10788,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
SD,2024-04-01,18.200000762939453,36.080001831054688,25.790000915527344,2429828,7692,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
ID,2024-04-01,18.569999694824219,37.0099983215332,26.590000152587891,2283242,6610,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NE,2024-04-01,18.219999313354492,34.040000915527344,24.639999389648438,2072235,7533,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MT,2024-04-01,20.709999084472656,38.4900016784668,28.739999771118164,1647274,4839,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NJ,2024-04-01,20.0,38.520000457763672,27.760000228881836,1615684,6948,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
DC,2024-04-01,17.350000381469727,35.680000305175781,24.079999923706055,1605143,6077,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
ND,2024-04-01,19.0,36.110000610351562,26.170000076293945,1385116,4476,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WY,2024-04-01,21.559999465942383,39.130001068115234,29.6299991607666,1340843,4514,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
CT,2024-04-01,17.559999465942383,36.7599983215332,24.860000610351562,1166374,4371,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
DE,2024-04-01,8.5,25.709999084472656,14.460000038146973,1051741,3526,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
ME,2024-04-01,19.840000152587891,42.200000762939453,29.700000762939453,687056,2654,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NH,2024-04-01,18.840000152587891,40.540000915527344,27.670000076293945,651198,3045,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
VT,2024-04-01,15.069999694824219,30.700000762939453,20.799999237060547,453592,1828,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
RI,2024-04-01,14.550000190734863,33.169998168945312,21.649999618530273,396580,1334,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
XX,2024-04-01,11.729999542236328,15.930000305175781,14.699999809265137,15706,15,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
TX,2024-05-01,20.549999237060547,39.729999542236328,28.680000305175781,26137178,76488,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
CA,2024-05-01,19.889999389648438,40.930000305175781,28.260000228881836,24151495,82516,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
FL,2024-05-01,24.540000915527344,49.180000305175781,34.869998931884766,23216530,68373,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
TN,2024-05-01,22.969999313354492,42.029998779296875,32.040000915527344,14991292,43777,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
VA,2024-05-01,19.840000152587891,38.5,27.420000076293945,11795146,29422,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
OK,2024-05-01,15.100000381469727,30.6299991607666,21.309999465942383,10420268,27765,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
GA,2024-05-01,19.399999618530273,36.790000915527344,26.680000305175781,9982385,36284,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
CO,2024-05-01,20.340000152587891,39.380001068115234,28.280000686645508,9863969,33112,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
IL,2024-05-01,18.200000762939453,35.7599983215332,25.239999771118164,9843968,41403,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NV,2024-05-01,23.659999847412109,45.849998474121094,32.650001525878906,9735889,25688,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NC,2024-05-01,22.1200008392334,41.619998931884766,30.360000610351562,9195880,28568,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WI,2024-05-01,18.319999694824219,35.840000152587891,26.010000228881836,9043710,32323,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AZ,2024-05-01,21.100000381469727,41.450000762939453,29.989999771118164,8540671,25794,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AK,2024-05-01,23.549999237060547,45.150001525878906,33.0099983215332,8479577,20347,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
LA,2024-05-01,22.180000305175781,42.040000915527344,30.610000610351562,8380379,23953,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
PA,2024-05-01,18.200000762939453,34.900001525878906,25.209999084472656,7298114,28487,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MS,2024-05-01,19.360000610351562,37.299999237060547,27.299999237060547,7243269,19882,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
KS,2024-05-01,18.819999694824219,36.209999084472656,26.350000381469727,7137947,21851,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MO,2024-05-01,20.170000076293945,39.049999237060547,28.340000152587891,6997432,25226,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
SC,2024-05-01,22.899999618530273,45.229999542236328,32.419998168945312,6192104,19184,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MA,2024-05-01,11.090000152587891,23.6299991607666,15.390000343322754,6074427,42234,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NY,2024-05-01,16.829999923706055,35.279998779296875,24.190000534057617,5905838,24048,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WA,2024-05-01,20.639999389648438,38.900001525878906,28.090000152587891,5806949,19521,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
KY,2024-05-01,21.079999923706055,39.180000305175781,29.1200008392334,5656500,20714,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MN,2024-05-01,19.459999084472656,37.779998779296875,27.280000686645508,5596858,20264,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NM,2024-05-01,23.6299991607666,43.2400016784668,32.569999694824219,5421549,16376,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AL,2024-05-01,23.6299991607666,45.450000762939453,32.939998626708984,5235904,18053,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
HI,2024-05-01,22.049999237060547,43.849998474121094,30.850000381469727,5148575,12823,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MI,2024-05-01,20.680000305175781,38.400001525878906,28.520000457763672,4758119,18466,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
IN,2024-05-01,19.590000152587891,37.169998168945312,27.110000610351562,4751416,16857,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
AR,2024-05-01,21.549999237060547,39.950000762939453,29.739999771118164,4727895,15674,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
OH,2024-05-01,20.489999771118164,38.139999389648438,28.209999084472656,4623421,18814,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
IA,2024-05-01,16.030000686645508,32.200000762939453,22.579999923706055,4049056,13884,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
UT,2024-05-01,16.549999237060547,32.689998626708984,23.090000152587891,3635338,13635,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
MD,2024-05-01,22.389999389648438,44.020000457763672,31.510000228881836,3310081,13561,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
WV,2024-05-01,18.540000915527344,35.849998474121094,26.280000686645508,3111861,9599,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
OR,2024-05-01,18.549999237060547,36.799999237060547,26.030000686645508,3097493,10796,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
SD,2024-05-01,20.399999618530273,39.2599983215332,28.520000457763672,2654349,8916,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
ID,2024-05-01,19.950000762939453,38.409999847412109,28.219999313354492,2399998,7281,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
NE,2024-05-01,19.530000686645508,37.25,27.149999618530273,2143537,8347,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:41:38.967184 UTC
